timestamp,zone,demand_type,demand_mw
2025-01-01 00:00:00,porvenir,electricity,3.99256155
2025-01-01 00:00:00,puerto_natales,electricity,7.0204256
2025-01-01 00:00:00,puerto_williams,electricity,0.75621173
2025-01-01 00:00:00,punta_arenas_centro,electricity,38.3612212
2025-01-01 01:00:00,porvenir,electricity,3.62793467
2025-01-01 01:00:00,puerto_natales,electricity,7.19455767
2025-01-01 01:00:00,puerto_williams,electricity,0.73390564
2025-01-01 01:00:00,punta_arenas_centro,electricity,38.79967225
2025-01-01 02:00:00,porvenir,electricity,3.92564035
2025-01-01 02:00:00,puerto_natales,electricity,7.12552382
2025-01-01 02:00:00,puerto_williams,electricity,0.72236551
2025-01-01 02:00:00,punta_arenas_centro,electricity,38.61347577
2025-01-01 03:00:00,porvenir,electricity,3.81576164
2025-01-01 03:00:00,puerto_natales,electricity,7.04652607
2025-01-01 03:00:00,puerto_williams,electricity,0.69466215
2025-01-01 03:00:00,punta_arenas_centro,electricity,39.0126254
2025-01-01 04:00:00,porvenir,electricity,3.84335632
2025-01-01 04:00:00,puerto_natales,electricity,7.0469577
2025-01-01 04:00:00,puerto_williams,electricity,0.71995613
2025-01-01 04:00:00,punta_arenas_centro,electricity,37.94546793
2025-01-01 05:00:00,porvenir,electricity,3.68706288
2025-01-01 05:00:00,puerto_natales,electricity,6.50877652
2025-01-01 05:00:00,puerto_williams,electricity,0.72614556
2025-01-01 05:00:00,punta_arenas_centro,electricity,37.35568622
2025-01-01 06:00:00,porvenir,electricity,3.68900672
2025-01-01 06:00:00,puerto_natales,electricity,6.40613764
2025-01-01 06:00:00,puerto_williams,electricity,0.68957995
2025-01-01 06:00:00,punta_arenas_centro,electricity,36.8551656
2025-01-01 07:00:00,porvenir,electricity,3.4539308
2025-01-01 07:00:00,puerto_natales,electricity,6.12587024
2025-01-01 07:00:00,puerto_williams,electricity,0.67520781
2025-01-01 07:00:00,punta_arenas_centro,electricity,35.75545873
2025-01-01 08:00:00,porvenir,electricity,3.31000333
2025-01-01 08:00:00,puerto_natales,electricity,6.0835049
2025-01-01 08:00:00,puerto_williams,electricity,0.66086067
2025-01-01 08:00:00,punta_arenas_centro,electricity,34.38422022
2025-01-01 09:00:00,porvenir,electricity,3.28230424
2025-01-01 09:00:00,puerto_natales,electricity,6.0326849
2025-01-01 09:00:00,puerto_williams,electricity,0.61717947
2025-01-01 09:00:00,punta_arenas_centro,electricity,32.74525632
2025-01-01 10:00:00,porvenir,electricity,3.18614879
2025-01-01 10:00:00,puerto_natales,electricity,5.75563725
2025-01-01 10:00:00,puerto_williams,electricity,0.6440987
2025-01-01 10:00:00,punta_arenas_centro,electricity,31.68380315
2025-01-01 11:00:00,porvenir,electricity,3.07094984
2025-01-01 11:00:00,puerto_natales,electricity,5.69409086
2025-01-01 11:00:00,puerto_williams,electricity,0.58840348
2025-01-01 11:00:00,punta_arenas_centro,electricity,30.98583775
2025-01-01 12:00:00,porvenir,electricity,3.0365508
2025-01-01 12:00:00,puerto_natales,electricity,5.35016177
2025-01-01 12:00:00,puerto_williams,electricity,0.59530942
2025-01-01 12:00:00,punta_arenas_centro,electricity,30.86402476
2025-01-01 13:00:00,porvenir,electricity,3.08123711
2025-01-01 13:00:00,puerto_natales,electricity,5.55330243
2025-01-01 13:00:00,puerto_williams,electricity,0.62038827
2025-01-01 13:00:00,punta_arenas_centro,electricity,30.90222738
2025-01-01 14:00:00,porvenir,electricity,3.09463091
2025-01-01 14:00:00,puerto_natales,electricity,5.46184225
2025-01-01 14:00:00,puerto_williams,electricity,0.58954459
2025-01-01 14:00:00,punta_arenas_centro,electricity,30.47342791
2025-01-01 15:00:00,porvenir,electricity,3.06246909
2025-01-01 15:00:00,puerto_natales,electricity,5.83837278
2025-01-01 15:00:00,puerto_williams,electricity,0.60027625
2025-01-01 15:00:00,punta_arenas_centro,electricity,30.78444888
2025-01-01 16:00:00,porvenir,electricity,3.13561853
2025-01-01 16:00:00,puerto_natales,electricity,5.86029731
2025-01-01 16:00:00,puerto_williams,electricity,0.60539125
2025-01-01 16:00:00,punta_arenas_centro,electricity,32.36620712
2025-01-01 17:00:00,porvenir,electricity,3.1273875
2025-01-01 17:00:00,puerto_natales,electricity,6.02683966
2025-01-01 17:00:00,puerto_williams,electricity,0.6324673
2025-01-01 17:00:00,punta_arenas_centro,electricity,31.81944241
2025-01-01 18:00:00,porvenir,electricity,3.4568576
2025-01-01 18:00:00,puerto_natales,electricity,6.08958905
2025-01-01 18:00:00,puerto_williams,electricity,0.62006241
2025-01-01 18:00:00,punta_arenas_centro,electricity,33.93990949
2025-01-01 19:00:00,porvenir,electricity,3.4362555
2025-01-01 19:00:00,puerto_natales,electricity,6.36918757
2025-01-01 19:00:00,puerto_williams,electricity,0.65971973
2025-01-01 19:00:00,punta_arenas_centro,electricity,35.45166498
2025-01-01 20:00:00,porvenir,electricity,3.6541304
2025-01-01 20:00:00,puerto_natales,electricity,6.57284597
2025-01-01 20:00:00,puerto_williams,electricity,0.71247294
2025-01-01 20:00:00,punta_arenas_centro,electricity,35.52979414
2025-01-01 21:00:00,porvenir,electricity,3.68939256
2025-01-01 21:00:00,puerto_natales,electricity,6.62364757
2025-01-01 21:00:00,puerto_williams,electricity,0.71146214
2025-01-01 21:00:00,punta_arenas_centro,electricity,36.43202225
2025-01-01 22:00:00,porvenir,electricity,3.89021757
2025-01-01 22:00:00,puerto_natales,electricity,6.75806268
2025-01-01 22:00:00,puerto_williams,electricity,0.7215924
2025-01-01 22:00:00,punta_arenas_centro,electricity,37.55493036
2025-01-01 23:00:00,porvenir,electricity,3.92759641
2025-01-01 23:00:00,puerto_natales,electricity,6.93001056
2025-01-01 23:00:00,puerto_williams,electricity,0.74332756
2025-01-01 23:00:00,punta_arenas_centro,electricity,39.30836055
2025-01-02 00:00:00,porvenir,electricity,3.87434753
2025-01-02 00:00:00,puerto_natales,electricity,6.93276998
2025-01-02 00:00:00,puerto_williams,electricity,0.75163199
2025-01-02 00:00:00,punta_arenas_centro,electricity,39.10471192
2025-01-02 01:00:00,porvenir,electricity,3.97837788
2025-01-02 01:00:00,puerto_natales,electricity,6.95973833
2025-01-02 01:00:00,puerto_williams,electricity,0.75045809
2025-01-02 01:00:00,punta_arenas_centro,electricity,37.8787968
2025-01-02 02:00:00,porvenir,electricity,3.77668311
2025-01-02 02:00:00,puerto_natales,electricity,6.97797504
2025-01-02 02:00:00,puerto_williams,electricity,0.75407678
2025-01-02 02:00:00,punta_arenas_centro,electricity,38.87455574
2025-01-02 03:00:00,porvenir,electricity,3.90434985
2025-01-02 03:00:00,puerto_natales,electricity,6.84121893
2025-01-02 03:00:00,puerto_williams,electricity,0.71296522
2025-01-02 03:00:00,punta_arenas_centro,electricity,39.5718138
2025-01-02 04:00:00,porvenir,electricity,3.63187465
2025-01-02 04:00:00,puerto_natales,electricity,6.92699299
2025-01-02 04:00:00,puerto_williams,electricity,0.73327275
2025-01-02 04:00:00,punta_arenas_centro,electricity,38.8652045
2025-01-02 05:00:00,porvenir,electricity,3.68205293
2025-01-02 05:00:00,puerto_natales,electricity,6.45333962
2025-01-02 05:00:00,puerto_williams,electricity,0.6985624
2025-01-02 05:00:00,punta_arenas_centro,electricity,37.71141335
2025-01-02 06:00:00,porvenir,electricity,3.63285892
2025-01-02 06:00:00,puerto_natales,electricity,6.59092691
2025-01-02 06:00:00,puerto_williams,electricity,0.69959196
2025-01-02 06:00:00,punta_arenas_centro,electricity,36.05281557
2025-01-02 07:00:00,porvenir,electricity,3.46538226
2025-01-02 07:00:00,puerto_natales,electricity,6.21012447
2025-01-02 07:00:00,puerto_williams,electricity,0.66773585
2025-01-02 07:00:00,punta_arenas_centro,electricity,33.83768056
2025-01-02 08:00:00,porvenir,electricity,3.31825691
2025-01-02 08:00:00,puerto_natales,electricity,6.02695271
2025-01-02 08:00:00,puerto_williams,electricity,0.63435024
2025-01-02 08:00:00,punta_arenas_centro,electricity,34.1583399
2025-01-02 09:00:00,porvenir,electricity,3.19070685
2025-01-02 09:00:00,puerto_natales,electricity,5.75176739
2025-01-02 09:00:00,puerto_williams,electricity,0.62703265
2025-01-02 09:00:00,punta_arenas_centro,electricity,32.90980394
2025-01-02 10:00:00,porvenir,electricity,3.13556788
2025-01-02 10:00:00,puerto_natales,electricity,5.73858013
2025-01-02 10:00:00,puerto_williams,electricity,0.59902306
2025-01-02 10:00:00,punta_arenas_centro,electricity,32.20224673
2025-01-02 11:00:00,porvenir,electricity,3.15641178
2025-01-02 11:00:00,puerto_natales,electricity,5.60734121
2025-01-02 11:00:00,puerto_williams,electricity,0.61072143
2025-01-02 11:00:00,punta_arenas_centro,electricity,32.45396717
2025-01-02 12:00:00,porvenir,electricity,3.10440649
2025-01-02 12:00:00,puerto_natales,electricity,5.58115276
2025-01-02 12:00:00,puerto_williams,electricity,0.59025102
2025-01-02 12:00:00,punta_arenas_centro,electricity,31.17576585
2025-01-02 13:00:00,porvenir,electricity,3.02004123
2025-01-02 13:00:00,puerto_natales,electricity,5.47506936
2025-01-02 13:00:00,puerto_williams,electricity,0.59788727
2025-01-02 13:00:00,punta_arenas_centro,electricity,31.08886951
2025-01-02 14:00:00,porvenir,electricity,2.97405628
2025-01-02 14:00:00,puerto_natales,electricity,5.57028883
2025-01-02 14:00:00,puerto_williams,electricity,0.57741802
2025-01-02 14:00:00,punta_arenas_centro,electricity,31.43756214
2025-01-02 15:00:00,porvenir,electricity,3.13309455
2025-01-02 15:00:00,puerto_natales,electricity,5.84034243
2025-01-02 15:00:00,puerto_williams,electricity,0.61798464
2025-01-02 15:00:00,punta_arenas_centro,electricity,31.32129437
2025-01-02 16:00:00,porvenir,electricity,3.0656625
